Unnamed: 0,state code,latitude,longitude,zip code,id,city,name,founded at,first funding at,last funding at,age first funding year,age last funding year,age first milestone year,age last milestone year,relationships,funding rounds,funding total usd,milestones,state code 1,is CA,is NY,is MA,is TX,is otherstate,category code,is software,is web,is mobile,is enterprise,is advertising,is games video,is ecommerce,is biotech,is consulting,is other category,object id,has VC,has angel,has round A,has round B,has round C,has round D,avg participants,is top 500,status
369,29,30.2350399,-97.80012990000002,187,301,13,465,9,260,78,2.2137,3.7863,4.0877,9.4986,8,2,4355000,3,29,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,301,0,1,1,0,0,0,1.5,0,1
289,32,47.6026054,-122.2848651,375,235,184,323,12,101,109,3.8329,3.8329,3.7507,3.7507,3,1,15000000,1,32,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,1,235,0,0,0,1,0,0,2.0,1,0
177,2,37.426316,-122.141082,309,145,143,503,10,417,494,5.4904,5.4904,0.0,0.0,1,1,3170000,1,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,145,0,0,1,0,0,0,2.0,0,0
26,2,37.764395,-122.401024,293,21,174,578,16,7,380,-1.0,3.3151,3.6959,5.662999999999999,4,2,2300000,3,2,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,21,0,1,1,0,0,0,2.0,0,0
803,3,40.010492,-105.276843,197,639,29,238,132,487,637,0.2521,0.337,2.5205,4.4767,5,2,455000,0,3,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,1,639,0,1,1,0,0,0,4.5,1,0
797,9,41.875555,-87.624421,155,635,48,108,10,152,160,4.8411,4.8411,1.0,1.0,3,1,13000000,1,9,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,635,0,0,0,0,1,0,4.0,1,1
572,2,37.429676,-122.1085482,307,456,143,654,11,35,33,4.0603,4.0603,3.0027,3.0027,7,1,15000000,1,2,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,456,0,0,0,0,1,0,4.0,1,1
503,2,37.870102,-122.268136,325,408,19,338,153,412,491,4.0685,4.0685,3.4192,5.2301,2,1,3800000,3,2,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,408,0,0,0,1,0,0,2.0,1,1
642,29,30.2653441,-97.7435857,181,514,13,630,132,116,126,2.5068,4.5315,4.9315,5.6767,37,5,299500000,2,29,0,0,0,1,0,34,0,1,0,0,0,0,0,0,0,0,514,1,0,1,0,1,0,1.75,1,1
625,2,33.708708,-117.852069,261,500,179,476,143,486,573,1.189,1.189,2.189,7.7753,5,1,1000000,3,2,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,500,1,0,0,0,0,0,2.0,1,1
355,2,37.422859,-122.045217,274,290,122,19,15,376,283,1.3534,2.1644,4.5178,4.5178,3,2,10500000,1,2,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,290,0,0,1,1,0,0,2.0,1,0
510,32,47.603832,-122.330062,373,412,184,424,9,229,301,4.1534,5.1671,3.0,3.0,6,2,8600000,1,32,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,1,412,1,0,0,1,0,0,1.5,1,1
485,18,36.002893,-78.904075,106,393,61,894,38,486,117,-0.1671,2.0192,2.5205,4.4767,9,2,5000000,0,18,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,393,0,0,1,1,0,0,2.5,1,0
145,2,37.779281,-122.419236,295,121,174,385,19,11,134,0.0,0.8685,0.4137,2.1671,3,2,2304999,2,2,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,121,1,0,0,0,0,0,5.0,1,1
605,26,40.441694,-79.990086,35,484,149,882,154,442,517,0.0822,0.0822,2.5205,4.4767,2,1,25000,0,26,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,1,484,0,1,0,0,0,0,1.0,0,0
785,23,40.73901,-73.997259,10,626,135,234,165,230,262,2.6575,2.6575,0.0,0.0,1,1,4000000,1,23,0,1,0,0,0,30,1,0,0,0,0,0,0,0,0,0,626,0,0,0,1,0,0,1.0,1,0
562,2,37.791137,-122.391843,301,450,174,226,15,499,630,0.6192,1.5945,1.0,4.3315,8,2,14600000,3,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,450,0,0,1,1,0,0,2.0,1,0
619,2,37.404788,-121.940842,350,495,176,616,13,40,646,1.063,5.7014,2.5205,4.4767,0,3,44000000,0,2,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,495,0,0,0,1,1,0,4.5,1,0
378,2,37.7795014,-122.3948712,296,309,174,276,40,171,436,0.1671,2.6493,0.6082,4.7507,10,3,1822922,3,2,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,309,0,1,1,0,0,0,2.3333,1,1
63,23,40.755446,-73.980246,9,54,135,565,99,246,35,0.0,5.9041,3.8411,7.1370000000000005,18,7,29915001,5,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,1,1,1,1,1,0,2.75,1,1
65,7,33.756806,-84.392198,113,56,12,818,131,333,244,0.0,4.8027,3.7205,7.6164,26,4,33000000,5,7,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,56,0,0,1,1,1,0,3.0,1,1
139,19,42.99564,-71.454789,119,116,112,780,184,491,286,0.0,0.5836,0.5836,0.5945,9,2,125000,2,19,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,116,0,1,0,0,0,0,1.0,0,1
98,2,40.01573320000001,-105.275027,273,82,117,598,16,243,425,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,2,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,82,1,0,1,0,0,0,1.0,1,0
681,32,47.63609,-122.327028,369,547,184,68,138,161,165,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,32,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,547,0,0,0,0,1,0,2.0,1,1
884,2,37.4049731,-122.0323525,290,707,191,224,10,526,627,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,707,0,0,0,0,1,0,3.0,1,1
207,2,37.36883,-122.03635,287,173,191,504,11,502,590,2.6247,2.6247,2.5205,4.4767,4,1,25000000,0,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,173,0,0,0,1,0,0,5.0,1,1
747,23,40.730646,-73.986614,4,599,135,294,72,160,131,0.926,2.9534,0.8329,2.7425,2,3,3750000,3,23,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,599,0,1,1,0,0,0,2.0,1,1
593,12,42.3751,-71.105616,83,472,37,568,46,26,24,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,12,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,472,0,0,1,0,0,0,1.0,1,1
1010,2,37.779281,-122.419236,322,814,174,39,144,490,578,0.189,1.189,1.3562,1.6575,6,2,1155000,2,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,814,0,1,0,0,0,0,9.5,1,1
403,2,37.560781,-122.284114,314,330,177,274,34,180,188,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,1,2.0,1,1
666,2,37.658313,-122.391032,286,535,188,901,14,488,575,2.5836,2.5836,2.0,2.0,5,1,3000000,1,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,535,0,0,1,0,0,0,1.0,1,1
847,12,42.360253,-71.058291,90,675,27,21,17,144,468,1.8932,2.4466,2.0,3.2767,4,2,11500000,3,12,0,0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,675,0,0,0,0,0,0,1.0,1,1
421,29,30.321464,-97.75501,186,342,13,346,52,485,572,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,29,0,0,0,1,0,34,0,1,0,0,0,0,0,0,0,0,342,0,0,1,0,0,0,3.0,1,1
364,12,42.37564,-71.2358,96,296,205,160,8,285,94,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,12,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,1,296,1,0,0,0,0,1,5.0,1,1
31,2,37.7870842,-122.4038047,293,26,174,449,131,7,547,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,2,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,26,1,1,1,1,1,1,5.0,1,1
768,2,37.441537,-122.158332,305,614,143,776,12,287,515,1.1863,3.4986,2.5205,4.4767,0,2,12050000,0,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,614,1,0,1,0,0,0,2.0,1,0
1059,2,37.445586,-122.161929,348,854,143,808,14,248,115,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,854,1,0,1,1,0,0,2.0,1,1
320,2,33.5842816,-117.7306817,258,259,4,231,81,252,288,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,259,0,0,0,0,1,0,2.0,1,1
445,2,37.402773,-122.052551,290,365,191,811,168,413,613,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,365,0,0,1,1,0,0,3.3333,1,1
950,17,39.103151,-94.581908,166,761,88,311,164,545,675,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,17,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,761,0,0,1,1,0,0,4.5,1,1
617,12,42.546483,-71.17366700000002,54,493,215,807,65,544,125,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,12,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,493,0,0,0,1,0,0,2.0,1,0
1112,2,37.805289,-122.404448,301,893,174,126,13,441,516,3.4986,3.4986,3.0,3.0,6,1,5000000,1,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,893,0,0,1,0,0,0,1.0,1,0
332,32,47.675489,-122.191667,366,270,91,655,9,27,363,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,32,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,270,1,0,0,0,1,0,3.0,1,1
787,6,27.951849,-82.456397,122,628,192,694,9,349,410,6.3726,6.3726,2.5205,4.4767,0,1,4000000,0,6,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,628,1,0,0,0,0,0,3.0,0,0
396,12,42.360253,-71.058291,2,325,27,127,71,278,647,1.3259999999999998,2.7836,1.6740000000000002,3.1342,5,3,2030882,2,12,0,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,325,0,0,1,0,0,0,3.0,1,1
431,2,37.7831775,-122.3086191,316,352,2,445,14,511,605,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,352,0,0,0,1,0,0,1.0,1,1
1101,32,47.765758,-122.184304,363,886,28,489,65,1,0,1.0877,1.0877,2.5205,4.4767,5,1,20500000,0,32,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,886,1,0,0,0,0,0,4.0,1,0
13,3,40.730646,-73.986614,197,11,29,357,90,29,636,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,2.0,0,1
452,2,37.54763,-122.307887,313,370,177,651,8,310,361,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,2,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,370,0,0,0,0,0,0,2.0,1,1
492,2,37.790485,-122.40094,294,398,174,723,203,7,678,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,398,0,1,1,1,0,0,3.3333,1,1
20,2,37.7870923,-122.3999719,295,18,174,427,16,575,673,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,3.0,1,1
315,2,37.3492097,-122.0326019,289,256,191,80,159,384,462,-0.0301,-0.0301,0.1369999999999999,0.1369999999999999,3,1,355000,1,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,256,0,1,0,0,0,0,1.0,0,1
231,6,28.098905,-82.400087,124,189,192,349,14,6,337,0.0,0.2466,2.4164,5.3151,10,2,118000,3,6,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,189,0,1,0,0,0,0,1.5,1,1
245,2,37.779026,-122.40184,293,197,174,888,11,533,402,1.6685,9.337,7.3808,10.474,17,4,40400000,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,197,0,0,1,1,1,1,1.6667,1,1
484,29,32.9583632,-96.8215658,170,392,56,759,15,84,91,1.8055,1.8055,2.5205,4.4767,1,1,3000000,0,29,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,392,0,0,1,0,0,0,1.0,1,0
810,2,37.54827,-121.988572,317,645,72,456,11,545,4,2.6986,4.0027,1.0,1.0,2,2,19700000,1,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,645,1,0,0,1,0,0,4.0,1,0
744,2,37.354469,-121.990433,342,596,181,613,6,247,290,9.1671,9.1973,2.5205,4.4767,0,2,17800000,0,2,1,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,596,1,0,0,0,0,0,1.0,1,0
748,2,37.779281,-122.419236,296,600,174,354,103,281,392,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,2,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,600,0,1,1,1,0,0,4.0,1,1
138,23,40.606061,-73.822331,6,115,135,478,14,535,22,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,23,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,115,0,0,1,1,1,0,2.6667,1,1
555,12,42.3751,-71.105616,82,444,37,8,181,8,214,-0.5836,1.3425,0.0,1.5479,4,7,457282,2,12,0,0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,444,1,1,0,0,0,0,1.0,1,0
943,2,37.779281,-122.419236,295,756,174,471,216,539,656,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,2,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,756,0,1,1,1,0,0,2.25,1,1
703,20,40.349274,-74.659296,207,563,156,184,16,28,27,2.0466,2.0466,2.5205,4.4767,2,1,12000000,0,20,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,563,0,0,1,0,0,0,6.0,1,0
863,3,40.397761,-105.07498,199,687,110,7,15,479,190,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,687,1,0,0,0,0,0,2.5,1,0
85,2,37.420428,-122.090769,279,71,125,787,10,200,674,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,2,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,71,0,0,1,1,0,0,2.5,1,1
995,23,40.725435,-73.997395,11,801,135,766,202,97,368,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,23,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,1,801,0,0,0,0,1,0,4.0,1,1
883,34,39.388156,-77.885552,101,706,89,584,8,437,512,5.4411,5.4411,2.5205,4.4767,1,1,1000000,0,34,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,706,0,0,1,0,0,0,3.0,0,0
541,2,34.043948,-118.468204,217,434,107,186,113,350,415,1.1288,1.1288,1.0,2.6767,7,1,5000000,2,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,434,0,0,1,0,0,0,1.0,1,1
501,15,42.350749,-83.44458900000002,139,406,39,188,9,136,625,7.8877,10.6658,0.4137,0.4137,2,3,42700000,1,15,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,406,1,0,0,1,0,0,3.6667,1,0
491,2,37.388869,-122.072353,278,397,125,870,21,139,148,0.8822,0.8822,2.5205,4.4767,7,1,12000000,0,2,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,397,1,0,0,0,0,0,9.0,1,0
537,32,47.614018,-122.19655,359,432,17,646,11,448,276,2.526,3.1041,3.0027,9.126,5,2,22300000,2,32,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,432,0,0,0,1,1,0,4.5,1,1
125,2,37.406217,-121.976473,343,104,181,70,10,6,130,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,2,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,104,1,0,0,1,0,0,4.0,1,1
279,5,37.09024,-95.712891,64,226,207,5,130,439,208,1.1671,4.6658,2.5205,4.4767,1,3,15564591,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,226,1,0,0,1,1,0,3.5,1,0
242,2,37.779281,-122.419236,295,195,174,101,15,471,554,2.5726,2.5726,2.4795,4.6685,7,1,500000,2,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,195,0,1,0,0,0,0,5.0,1,1
1097,2,37.779281,-122.419236,300,882,174,688,76,209,373,0.1151,1.3397,1.8329,2.6712,24,2,8950000,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,882,0,0,1,0,0,0,7.0,1,1
387,23,40.753881,-73.978852,22,317,135,796,14,63,99,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,23,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,317,0,0,1,1,1,1,4.0,1,1
895,2,37.406914,-122.09037,279,717,125,97,10,557,657,3.7233,3.7233,2.5205,4.4767,1,1,4000000,0,2,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,717,0,0,0,1,0,0,3.0,1,0
251,9,41.878984,-87.637,156,202,48,537,14,547,565,1.6986,6.5151,3.2849,4.9315,3,5,10764323,3,9,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,202,1,0,1,0,0,0,2.0,1,1
390,20,40.535316,-74.521435,211,320,186,225,15,358,439,1.4082,1.4082,0.0,0.0,1,1,5500000,1,20,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,320,1,0,0,0,0,0,3.0,1,0
1023,2,37.779281,-122.419236,295,823,174,51,16,299,350,4.2849,4.2849,2.4164,5.5151,7,1,400000,2,2,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,823,0,1,0,0,0,0,3.0,1,1
459,2,37.863464,-122.3153453,326,376,19,521,15,81,59,0.7507,3.0137,2.5205,4.4767,3,3,54000000,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,376,1,0,0,0,1,0,2.6667,1,0
930,7,34.070958000000005,-84.274733,110,745,6,816,1,77,82,20.8055,20.8055,2.5205,4.4767,2,1,32000000,0,7,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,745,0,0,0,1,0,0,7.0,1,0
934,32,39.78373,-100.445882,371,748,184,334,8,73,79,5.789,5.789,2.5205,4.4767,1,1,13000000,0,32,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,1,4.0,1,1
917,32,47.614422,-122.192337,359,736,17,900,13,203,342,0.0849,1.2712,2.5205,4.4767,5,3,12500000,0,32,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,736,1,0,1,1,0,0,2.3333,1,1
670,2,37.314002,-121.932365,348,538,176,2,12,372,345,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,2,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,538,1,0,0,1,1,1,3.0,1,1
811,2,37.748676,-122.415813,300,646,174,6,168,7,67,-0.4959,1.2548,2.1726,4.6,21,2,6000000,2,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,646,0,1,1,0,0,0,4.0,1,1
339,31,38.030823,-78.48158000000002,94,277,45,332,151,133,324,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,31,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,277,0,0,1,1,0,0,1.0,0,0
163,31,39.035298,-77.430125,67,136,59,32,8,0,277,0.0,7.1068,6.0055,10.9041,9,3,59000000,3,31,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,136,1,0,0,0,1,0,2.0,1,1
121,9,39.78373,-100.445882,157,100,48,122,184,498,586,1.0356,1.0356,0.0,1.0356,2,1,1000000,2,9,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,100,0,1,0,0,0,0,1.0,0,0
1149,2,37.758062,-122.418642,300,917,174,267,15,559,658,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,917,0,1,0,0,0,0,7.0,1,1
316,4,41.85361500000001,-72.70375,147,257,26,588,14,115,251,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,4,0,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,257,0,0,1,1,0,0,2.0,1,0
187,2,34.01052,-118.495981,152,154,182,299,24,114,223,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,154,0,1,1,0,0,0,4.0,1,1
274,2,37.3821368,-121.970505,343,222,181,859,11,168,666,2.9178,4.7342,2.5205,4.4767,1,2,30000000,0,2,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,222,0,0,1,1,0,0,2.5,1,1
763,2,37.433646,-121.886704,340,610,119,395,11,53,58,4.0137,4.0137,2.5205,4.4767,0,1,7000000,0,2,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,610,0,0,0,0,1,0,1.0,0,0
695,2,37.45604,-122.165399,273,557,117,399,14,360,446,0.411,0.411,0.0,2.5342,10,1,6100000,2,2,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,557,0,0,0,1,0,0,4.0,1,1
973,2,32.721834,-117.161797,250,782,173,266,42,298,641,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,2,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,782,1,1,0,0,0,0,4.0,1,0
618,2,37.779281,-122.419236,293,494,174,141,215,116,289,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,2,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,494,0,1,1,0,0,0,3.5,1,1
574,2,37.584103000000006,-122.366082,268,458,34,542,5,95,104,10.7589,10.7589,2.5205,4.4767,0,1,2000000,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,458,0,0,0,0,0,0,1.0,0,0
